indicator_code,indicator_name,measure_type,topic,source,short_definition
DT.DOD.OFFT.PRVG.CD,"PRVG, official creditors (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.","Private sector guaranteed by public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.INT.OFFT.PRVG.CD,"PRVG, official creditors (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.OFFT.PRVG.CD,"PRVG, official creditors (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars."
DT.NTR.OFFT.PRVG.CD,"PRVG, official creditors (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars."
DT.TDS.OFFT.PRVG.CD,"PRVG, official creditors (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars."
DT.AMT.PBND.PS.CD,"PS, bonds (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public sector debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PBND.PS.CD,"PS, bonds (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Public sector debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PBND.PS.CD,"PS, bonds (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Public sector debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.
DT.INT.PBND.PS.CD,"PS, bonds (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public sector debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PBND.PS.CD,"PS, bonds (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Public sector debt  from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PBND.PS.CD,"PS, bonds (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Public sector debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PBND.PS.CD,"PS, bonds (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Public sector  debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PCBK.PS.CD,"PS, commercial banks (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public sector commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PCBK.PS.CD,"PS, commercial banks (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Public sector commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PCBK.PS.CD,"PS, commercial banks (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Public sector guaranteed commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.
DT.INT.PCBK.PS.CD,"PS, commercial banks (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public sector  commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PCBK.PS.CD,"PS, commercial banks (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Public sector commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PCBK.PS.CD,"PS, commercial banks (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Public sector commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PCBK.PS.CD,"PS, commercial banks (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Public sector commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.OFFT.PS.CD,"PS, official creditors (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.OFFT.PS.CD,"PS, official creditors (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars."
DT.DOD.OFFT.PS.CD,"PS, official creditors (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.INT.OFFT.PS.CD,"PS, official creditors (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.OFFT.PS.CD,"PS, official creditors (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars."
DT.NTR.OFFT.PS.CD,"PS, official creditors (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars."
DT.TDS.OFFT.PS.CD,"PS, official creditors (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.","Public sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars."
DT.AXA.OFFT.CD,"Principal arrears, official creditors (current US$)",other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Principal in arrears on long-term debt is defined as principal repayment due but not paid, on a cumulative basis. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AXA.PRVT.CD,"Principal arrears, private creditors (current US$)",other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Principal in arrears on long-term debt is defined as principal repayment due but not paid, on a cumulative basis. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AXF.DPPG.CD,Principal forgiven (current US$),other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Principal forgiven is the amount of principal due or in arrears that was written off or forgiven in any given year. It includes debt forgiven within and outside Paris Club agreements, principal forgiven and principal arrears forgiven. Data are in current U.S. dollars."
DT.AMT.DECB.CD,"Principal repayments on external debt, central bank (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Central bank  long-term debt are aggregated. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the countrys international reserves. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DEGG.CD,"Principal repayments on external debt, general government sector (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","General government long-term debt are aggregated. General government debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DLXF.CD,"Principal repayments on external debt, long-term (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Principal repayments on long-term debt are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DLTF.CD,"Principal repayments on external debt, long-term + IMF (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. This item includes principal repayments on long-term debt and IMF repurchases. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. IMF repurchases are total repayments of outstanding drawings from the General Resources Account during the year specified, excluding repayments due in the reserve tranche. To maintain comparability between data on transactions with the IMF and data on long-term debt, use of IMF credit outstanding at the end of year (stock) is converted to dollars at the SDR exchange rate in effect at the end of year. Repurchases (flows) are converted at the average SDR exchange rate for the year in which transactions take place. Data are in current U.S. dollars."
DT.AMT.DOPS.CD,"Principal repayments on external debt, other public sector (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Other public sector long-term debt are aggregated. Other public sector debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.PRPG.CD,"Principal repayments on external debt, private guaranteed by public sector (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector  long-term debt are aggregated.Private sector guaranteed by Public Sector debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DPNG.CD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DPPG.CD,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public and publicly guaranteed long-term debt are aggregated. Public debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AMT.DEPS.CD,"Principal repayments on external debt, public sector (PPG) (AMT, current US$)",principal_repayment,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public sector long-term debt are aggregated. Public sector debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.AXR.DPPG.CD,Principal rescheduled (current US$),other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.",Principal rescheduled is the amount of principal due or in arrears that was rescheduled in any given year. Data are in current U.S. dollars.
DT.AXR.OFFT.CD,"Principal rescheduled, official (current US$)",other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Principal rescheduled is the amount of principal due or in arrears that was rescheduled in any given year. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.AXR.PRVT.CD,"Principal rescheduled, private (current US$)",other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Principal rescheduled is the amount of principal due or in arrears that was rescheduled in any given year. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars."
DT.DOD.RSDL.CD,"Residual, debt stock-flow reconciliation (current US$)",debt_stock,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","The residual difference, i.e. the change in stock not explained by any of the factors identified under debt stock-flow reconciliation, is calculated as the sum of identified accounts minus the change in stock. Where the latter is large it can, in some cases, serve as an illustration of the inconsistencies in the reported data. More often however, it can be explained by specific borrowing phenomenon in individual countries. Data are in current U.S. dollars."
DT.TXR.DPPG.CD,Total amount of debt rescheduled (current US$),other_debt_monetary,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.","Total amount of debt rescheduled includes the debt stock, principal, interest, charges and penalties rescheduled. Data are in current U.S. dollars."
DT.DOD.DECT.CD.CG,Total change in external debt stocks (current US$),debt_stock,"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.","World Bank, International Debt Statistics.",Total change in debt stocks shows the variation in debt stock between two consecutive years. Data are in current U.S. dollars.
DT.UND.OFFT.CD,"Undisbursed external debt, official creditors (UND, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Undisbursed debt,"World Bank, International Debt Statistics.","Undisbursed debt is the total public and publicly guaranteed debt undrawn at year end; data for private nonguaranteed debt are not available. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.UND.PRVT.CD,"Undisbursed external debt, private creditors (UND, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Undisbursed debt,"World Bank, International Debt Statistics.","Undisbursed debt is the total public and publicly guaranteed debt undrawn at year end; data for private nonguaranteed debt are not available. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars."
DT.UND.DPPG.CD,"Undisbursed external debt, total (UND, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Undisbursed debt,"World Bank, International Debt Statistics.","Undisbursed debt is the total public and publicly guaranteed debt undrawn at year end; data for private nonguaranteed debt are not available. Public and publicly guaranteed long-term debt are aggregated. Public debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Data are in current U.S. dollars."
DT.DOD.DIMF.US.CD,"Use of IMF credit (DOD, current US$)",imf_credit,,,
DT.DOD.DIMF.CD,"Use of IMF credit and SDR allocations (DOD, current US$)",imf_credit,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.","Use of IMF credit denotes members drawings on the IMF other than amounts drawn against the countrys reserve tranche position. Use of IMF credit includes purchases and drawings under Stand-By, Extended, Structural Adjustment, Enhanced Structural Adjustment, and Systemic Transformation Facility Arrangements as well as Trust Fund loans. SDR allocations are also included in this category."
